0.245,0.31
0.245,0.311
0.246,0.311
0.247,0.311
0.247,0.312
0.248,0.312
0.248,0.313
0.249,0.313
0.25,0.313
0.251,0.313
0.252,0.313
0.253,0.313
0.254,0.313
0.255,0.313
0.256,0.313
0.256,0.312
0.257,0.312
0.258,0.312
0.259,0.312
0.26,0.312
0.261,0.312
0.262,0.312
0.263,0.312
0.264,0.312
0.265,0.311
0.266,0.311
0.267,0.311
0.268,0.311
0.269,0.31
0.27,0.31
0.272,0.309
0.273,0.308
0.274,0.308
0.274,0.307
0.275,0.307
0.276,0.306
0.277,0.305
0.278,0.305
0.279,0.304
0.28,0.303
0.281,0.302
0.282,0.301
0.283,0.301
0.283,0.3
0.284,0.299
0.285,0.298
0.286,0.297
0.286,0.296
0.287,0.296
0.288,0.295
0.289,0.293
0.29,0.292
0.29,0.291
0.291,0.29
0.292,0.289
0.293,0.287
0.294,0.286
0.294,0.284
0.295,0.282
0.296,0.281
0.296,0.28
0.297,0.279
0.298,0.277
0.299,0.276
0.3,0.275
0.3,0.274
0.301,0.273
0.302,0.271
0.303,0.27
0.303,0.269
0.304,0.268
0.304,0.267
0.305,0.266
0.305,0.265
0.306,0.265
0.306,0.264
0.306,0.263
0.307,0.263
0.307,0.262
0.308,0.261
0.308,0.26
0.309,0.259
0.309,0.257
0.309,0.256
0.31,0.255
0.31,0.254
0.31,0.253
0.31,0.252
0.311,0.251
0.311,0.25
0.311,0.249
0.312,0.247
0.312,0.246
0.312,0.245
0.312,0.244
0.312,0.243
0.312,0.242
0.312,0.24
0.313,0.239
0.313,0.238
0.313,0.237
0.313,0.235
0.313,0.233
0.313,0.232
0.313,0.23
0.313,0.229
0.313,0.227
0.313,0.226
0.313,0.225
0.313,0.224
0.313,0.223
0.313,0.222
0.313,0.221
0.313,0.22
0.313,0.219
0.313,0.217
0.313,0.215
0.313,0.213
0.313,0.21
0.313,0.208
0.313,0.206
0.313,0.204
0.313,0.202
0.313,0.199
0.313,0.196
0.313,0.195
0.313,0.194
0.313,0.193
0.313,0.191
0.313,0.19
0.313,0.189
0.313,0.187
0.313,0.186
0.313,0.185
0.313,0.184
0.313,0.183
0.313,0.182
0.313,0.181
0.313,0.179
0.313,0.178
0.313,0.177
0.313,0.176
0.313,0.174
0.313,0.171
0.313,0.169
0.313,0.168
0.313,0.165
0.312,0.163
0.312,0.161
0.312,0.16
0.312,0.157
0.312,0.155
0.312,0.153
0.312,0.152
0.312,0.148
0.312,0.146
0.312,0.145
0.312,0.142
0.311,0.14
0.311,0.139
0.311,0.137
0.311,0.136
0.311,0.133
0.311,0.13
0.311,0.128
0.311,0.127
