-0.13599601,-0.3070779,0.9071134  
-0.1397629,-0.3113387,0.9008486 
-0.151857,-0.32488346,0.86172897 
-0.1665777,-0.34172222,0.8433983  
-0.19915415,-0.3792578,0.8170945  
-0.22974078,-0.41441905,0.7883325  
-0.26244494,-0.45210895,0.7525211  
-0.29308987,-0.4890138,0.71227324 
-0.317876,-0.52447,0.6701005 
-0.33615,-0.5631019,0.6223176 
-0.33482394,-0.6021697,0.5799771  
-0.32452202,-0.64684546,0.53392667 
-0.33031666,-0.6826719,0.49108878 
-0.34363818,-0.7045979,0.43897587 
-0.34840408,-0.72554696,0.38739815 
-0.29955345,-0.762761,0.343201   
-0.22572654,-0.77480155,0.32726496 
-0.16456287,-0.7518589,0.30937898 
-0.11575734,-0.75540406,0.3078707  
-0.0319473,-0.7636595,0.3077657 
0.03587683,-0.76386845,0.30613622 
0.08103735,-0.7581718,0.2979887  
0.11651581,-0.7351753,0.2958049  
0.1605866,-0.7356412,0.27459735 
0.16904047,-0.7879678,0.20720579 
0.17333302,-0.8330941,0.20167428 
0.17460194,-0.84686536,0.17208251 
0.1748295,-0.85004526,0.12728147 
