0.624325,0.551954,1.44654
0.616265,0.559177,1.4485
0.59578,0.578805,1.45368
0.566954,0.609984,1.46156
0.515075,0.680503,1.47831
0.484622,0.735795,1.49082
0.442684,0.855992,1.51731
0.429695,0.950699,1.53834
0.434534,1.0552,1.56257
0.500779,1.24579,1.61332
0.576544,1.3449,1.64712
0.678216,1.42387,1.68404
0.885602,1.48504,1.75108
1.00003,1.47382,1.78845
1.14132,1.40632,1.84134
1.21872,1.32099,1.88103
1.25158,1.24677,1.90903
1.25818,1.14561,1.94356
1.24225,1.09403,1.96109
1.20588,1.04716,1.97872
1.17916,1.03352,1.98553
1.16748,1.0336,1.9861
1.16888,1.03812,1.98128
1.19216,1.03539,1.96863
1.21592,1.02172,1.95688
1.24093,0.995776,1.94313
1.273,0.921037,1.91583
1.27752,0.864885,1.89908
1.25783,0.772321,1.87389
1.21994,0.701446,1.85449
1.1793,0.652786,1.8402
1.10782,0.595605,1.82067
1.04484,0.562812,1.80617
0.994163,0.544911,1.79542
0.93182,0.53143,1.78281
0.899076,0.527748,1.77633
0.855554,0.526257,1.76777
0.830336,0.527127,1.76281
0.821878,0.5277,1.76114
0.821426,0.527734,1.76105
