245,174
246,174
246,173
247,173
248,172
249,172
250,171
251,170
252,169
253,169
254,169
255,168
256,167
257,167
257,166
258,166
259,165
260,165
260,164
261,164
261,163
262,163
262,162
263,162
263,161
264,161
265,160
265,159
266,159
266,158
267,158
268,157
269,157
269,156
270,155
271,154
272,153
272,152
273,152
273,151
273,150
274,150
274,149
275,149
275,148
276,147
276,146
277,146
278,145
278,144
279,143
280,142
280,141
280,140
281,140
281,139
281,138
282,138
282,137
282,136
282,135
282,134
282,133
282,132
283,131
283,130
283,129
283,128
283,127
283,126
284,126
284,125
284,124
284,123
284,122
284,121
284,120
284,119
284,118
284,117
284,116
284,115
284,114
284,113
284,112
284,111
284,110
284,109
284,108
284,107
284,106
283,106
283,105
282,105
282,104
282,103
282,102
281,102
281,101
281,100
280,100
279,99
279,98
278,98
278,97
277,97
277,96
276,96
276,95
275,95
275,94
274,94
274,93
273,92
272,91
272,90
271,90
271,89
270,89
269,89
269,88
268,88
267,88
267,87
266,87
265,86
264,85
264,84
263,84
262,83
261,82
260,82
260,81
259,81
258,80
257,80
257,79
256,79
256,78
255,78
255,77
254,77
253,77
253,76
252,76
251,75
250,75
249,74
248,73
247,73
246,72
245,72
243,70
242,70
241,69
239,69
238,68
237,68
235,67
232,66
231,66
230,66
228,65
226,65
225,65
224,64
223,63
222,63
221,63
220,63
219,63
218,63
217,63
216,63
214,63
214,62
212,62
211,62
209,62
208,62
206,62
204,62
202,62
200,62
199,62
198,62
197,62
195,62
193,62
192,62
190,62
188,62
187,62
186,62
185,62
184,62
183,62
182,62
181,62
180,62
179,62
177,62
177,63
176,63
174,63
173,64
172,64
171,65
169,65
167,65
166,65
165,66
164,66
163,67
161,67
158,68
157,68
156,69
154,69
153,69
152,70
151,70
150,70
149,70
148,70
147,70
146,71
145,71
143,72
142,72
141,73
140,74
138,75
136,76
134,77
134,78
132,79
130,80
129,80
128,81
127,81
126,82
125,82
125,83
124,83
123,84
122,85
121,85
120,86
119,86
119,87
118,87
118,88
117,88
116,89
115,90
114,91
113,92
112,92
112,93
110,94
109,96
108,96
107,97
107,98
106,98
106,99
105,99
105,100
104,100
104,101
103,102
102,103
101,103
101,104
101,105
100,105
100,106
99,106
98,108
97,109
96,110
95,111
94,112
93,113
92,114
92,115
91,115
90,116
89,117
89,118
88,118
88,119
87,120
86,121
85,122
84,123
83,123
83,124
82,124
81,125
81,126
80,126
80,127
79,128
78,129
77,130
76,131
75,132
75,133
74,133
74,134
73,134
73,135
72,135
72,136
71,136
71,137
70,138
69,139
68,140
67,141
66,142
66,143
65,144
64,145
63,146
63,147
62,147
62,148
61,149
60,150
59,151
59,152
58,153
57,154
56,155
55,156
54,157
54,158
53,158
52,159
52,160
51,161
50,162
49,163
48,163
47,164
46,165
46,166
45,166
45,167
44,167
44,168
43,169
42,169
42,170
41,170
40,171
39,172
38,173
38,174
37,174
37,175
37,177
38,178
38,180
39,181
39,182
40,182
40,183
41,184
41,185
42,186
43,187
43,188
44,188
44,189
45,190
46,191
46,192
47,193
47,194
48,194
49,195
49,196
50,196
50,197
51,197
52,198
52,199
52,200
53,200
53,201
54,202
55,203
55,204
56,205
57,206
58,207
59,208
60,209
60,210
61,210
62,211
62,212
63,212
63,213
64,214
65,215
66,216
67,217
67,218
68,218
68,219
69,219
69,220
70,220
71,221
72,222
73,222
73,223
74,224
75,225
76,226
77,227
78,227
78,228
79,228
79,229
80,229
81,230
82,231
82,232
83,232
84,232
84,233
85,233
86,234
86,235
87,235
88,236
88,237
89,237
90,238
91,238
91,239
92,239
93,240
94,240
94,241
95,241
96,242
97,242
98,243
99,244
100,244
100,245
101,246
102,247
104,248
105,248
106,249
107,249
107,250
108,251
109,251
110,252
111,253
112,254
113,255
113,256
114,256
115,256
116,256
116,257
117,257
118,258
119,258
119,259
120,259
121,259
122,260
123,260
124,261
125,262
126,263
127,264
128,264
129,265
130,266
131,266
132,267
132,268
133,268
134,269
135,270
136,270
137,271
138,272
139,273
140,273
140,274
141,274
142,274
142,275
143,276
144,276
145,277
146,277
147,277
147,278
148,278
149,278
150,279
151,280
152,281
153,282
154,283
155,283
156,283
156,284
157,284
158,285
159,285
160,286
161,287
162,287
163,288
165,288
166,289
167,290
168,290
169,291
170,292
171,292
172,293
173,293
175,294
176,294
176,295
177,295
178,295
179,296
180,296
181,296
181,297
182,297
183,297
184,298
185,298
186,299
187,299
188,299
189,300
191,300
192,301
193,301
194,301
195,302
196,302
197,303
198,303
199,303
200,303
201,303
202,303
203,304
204,304
205,304
207,304
208,304
209,304
210,304
211,304
212,304
213,304
214,304
215,305
216,305
217,305
218,305
219,305
221,305
222,305
224,305
225,305
226,306
227,306
228,306
229,306
230,306
231,306
232,306
233,306
234,306
235,306
236,306
237,306
239,306
239,307
240,307
241,307
242,307
243,307
244,307
245,307
246,307
247,307
248,307
249,307
250,307
251,307
251,306
252,306
253,306
254,306
255,306
257,306
259,305
261,304
263,304
264,303
265,303
266,303
266,302
267,301
268,300
269,299
270,298
271,297
272,296
273,295
273,294
274,294
275,292
276,291
277,290
278,289
279,288
279,287
280,286
280,285
281,284
281,283
282,283
282,282
282,281
283,280
283,279
284,277
284,276
285,275
285,273
285,272
286,271
286,270
286,269
287,268
287,267
288,266
288,265
288,264
288,263
288,262
289,261
289,260
289,259
289,258
289,257
290,257
290,256
290,255
290,253
290,252
290,251
290,250
290,249
290,248
290,247
290,246
290,245
290,243
290,242
290,240
289,240
289,239
289,238
289,236
289,235
289,233
289,232
289,231
289,230
289,229
289,228
289,227
289,226
289,225
289,224
288,223
288,222
288,221
287,220
287,219
286,219
286,218
285,217
285,216
285,215
284,214
284,213
284,211
283,210
283,209
283,207
282,207
282,206
282,205
281,204
281,203
281,202
280,201
280,200
280,199
279,199
279,198
278,197
278,196
278,195
277,195
277,194
276,194
275,193
275,192
274,192
274,191
273,190
272,189
271,189
270,189
269,188
268,187
267,186
267,185
266,185
266,184
265,184
265,183
264,182
263,181
262,181
262,180
261,180
261,179
260,179
259,179
258,178
257,178
256,177
255,177
254,177
253,177
252,177
251,177
250,176
249,176
248,176
247,176
247,175
246,175
245,175
244,175
