1.81667,1.19237,0.991515
1.81658,1.19302,0.991787
1.81597,1.19746,0.993622
1.81445,1.20763,0.997832
1.81445,1.20763,0.997832
1.80981,1.23345,1.00856
1.80188,1.26792,1.023
1.7985,1.28039,1.02826
1.79069,1.30598,1.03914
1.79069,1.30598,1.03914
1.7813,1.33255,1.05056
1.76922,1.36218,1.06348
1.75152,1.39926,1.07998
1.75152,1.39926,1.07998
1.72808,1.44061,1.09893
1.68512,1.50168,1.12834
1.64874,1.5434,1.1498
1.60625,1.58394,1.1722
1.55722,1.6223,1.19547
1.55722,1.6223,1.19547
1.50143,1.65722,1.21949
1.44191,1.68599,1.24293
1.44191,1.68599,1.24293
1.37755,1.70862,1.2663
1.28756,1.72706,1.29631
1.23218,1.7312,1.31351
1.17951,1.73013,1.32912
1.12907,1.72441,1.34344
1.12907,1.72441,1.34344
1.08245,1.71485,1.35618
1.04188,1.70295,1.3669
1.00465,1.68885,1.37645
1.00465,1.68885,1.37645
0.971218,1.6733,1.38478
0.933672,1.65217,1.39386
0.91436,1.63958,1.39842
0.897076,1.62719,1.40242
0.897076,1.62719,1.40242
0.881387,1.61493,1.40598
0.867453,1.60315,1.4091
0.855712,1.59249,1.41168
0.84662,1.58373,1.41364
0.84662,1.58373,1.41364
0.840513,1.57758,1.41495
0.837438,1.57441,1.4156
0.837438,1.57441,1.4156
0.83693,1.57388,1.41571
