1.34792,1.2799,1.35668
1.35357,1.27843,1.37039
1.36071,1.27561,1.38976
1.37276,1.26714,1.43059
1.38231,1.25219,1.48207
1.38473,1.22173,1.56069
1.37582,1.19261,1.62172
1.35898,1.16325,1.67578
1.31984,1.11846,1.74901
1.29602,1.0977,1.78014
1.27771,1.08371,1.80028
1.25742,1.06976,1.81977
1.24275,1.06051,1.83234
1.242,1.06006,1.83295
1.242,1.06006,1.83295
1.24393,1.06512,1.83392
1.24967,1.08266,1.8371
1.25467,1.1033,1.84056
1.25931,1.14017,1.84611
1.25769,1.18787,1.85236
1.24839,1.23307,1.85755
1.22816,1.28406,1.86271
1.1572,1.37583,1.87051
1.09233,1.42119,1.87368
1.02415,1.44898,1.8753
