1.81714,1.19052,0.991816
1.81715,1.19051,0.991827
1.81698,1.19035,0.991954
1.81502,1.18962,0.992531
1.80755,1.18685,0.994711
1.79513,1.18208,0.998475
1.76936,1.17218,1.00628
1.72213,1.15404,1.0206
1.67424,1.13565,1.03511
1.6149,1.11287,1.05309
1.55884,1.09135,1.07007
1.50333,1.07004,1.08689
1.44449,1.04744,1.10472
1.39207,1.02732,1.12061
1.3391,1.00698,1.13666
1.29718,0.990886,1.14936
1.25595,0.975056,1.16185
1.22916,0.964774,1.16997
1.20122,0.954047,1.17843
1.18275,0.946959,1.18403
1.16835,0.941427,1.18839
1.14849,0.933801,1.19441
1.1138,0.92048,1.20492
1.08683,0.910128,1.21309
1.04887,0.89555,1.2246
1.0019,0.877517,1.23883
0.957582,0.860503,1.25225
0.902426,0.839325,1.26897
0.861346,0.823554,1.28141
0.831584,0.812124,1.29043
0.81004,0.803851,1.29696
0.799999,0.8,1.3
0.8,0.799999,1.3
