0.18706325,-0.43088752,0.64192367
0.18658127,-0.4687207,0.62324864
0.16598862,-0.5200618,0.60507804
0.14160208,-0.56493324,0.56691283
0.11566417,-0.6206716,0.53553635
0.08771293,-0.66271144,0.4916377 
0.06156272,-0.70558155,0.4437453 
0.0432866,-0.7417435,0.39285967
0.03682166,-0.7553058,0.3619006 
0.03094089,-0.7735223,0.33802688
0.02454038,-0.7876376,0.30020836
0.01913435,-0.7967176,0.28156748
0.01322698,-0.80484575,0.26814392
0.00192634,-0.81210434,0.23287202
-0.01326664,-0.81636685,0.20584662
-0.02125685,-0.8208652,0.18401766
-0.02254809,-0.8258715,0.1717567 
-0.0231184,-0.8300581,0.1383346
-0.02353047,-0.8368662,0.11824524
-0.01824036,-0.8378632,0.10735322
-0.01272166,-0.838334 ,0.09309043
-0.00809047,-0.8416033,0.08100665
-0.00711659,-0.8439403,0.07437549
-0.00681368,-0.8439302,0.07333667
