1.81666,1.19237,0.991463
1.81666,1.19237,0.991463
1.81672,1.19197,0.992064
1.81737,1.18693,0.999588
1.81812,1.17954,1.01061
1.8188,1.16932,1.02586
1.8188,1.16932,1.02586
1.81904,1.15714,1.04402
1.81859,1.14395,1.06373
1.81737,1.13029,1.0842
1.81521,1.11593,1.10583
1.81521,1.11593,1.10583
1.8115,1.09901,1.13152
1.80082,1.06699,1.18093
1.79035,1.04485,1.21602
1.78397,1.03361,1.2342
1.77655,1.02203,1.25328
1.75854,0.998507,1.29333
1.73657,0.975758,1.33433
1.70995,0.954008,1.37666
1.70995,0.954008,1.37666
1.6786,0.934171,1.41957
1.64138,0.916642,1.46375
1.58173,0.89899,1.52374
1.58173,0.89899,1.52374
1.52373,0.891774,1.57277
1.50522,0.891294,1.58686
1.46919,0.892753,1.61237
1.43534,0.896935,1.63422
1.43534,0.896935,1.63422
1.40469,0.903056,1.65233
1.37537,0.911019,1.66823
1.34903,0.919977,1.68133
1.34903,0.919977,1.68133
1.31986,0.931992,1.69453
1.2965,0.943287,1.70409
1.28938,0.947043,1.70682
1.27614,0.954436,1.71165
1.27614,0.954436,1.71165
1.26454,0.961365,1.71563
1.2551,0.967325,1.71868
1.24831,0.971799,1.72076
1.24445,0.974415,1.72191
1.24445,0.974415,1.72191
1.2434,0.975138,1.72222
1.2434,0.975138,1.72222
