1.81715,1.19052,0.991826
1.81715,1.19052,0.991826
1.81715,1.19052,0.991826
1.81713,1.19949,0.995888
1.81158,1.28002,1.03391
1.79407,1.36691,1.07854
1.75585,1.4697,1.13748
1.61602,1.65727,1.27412
1.49812,1.73909,1.36124
1.18012,1.80085,1.55608
0.967127,1.73473,1.67544
0.77068,1.5498,1.7949
0.696697,1.28066,1.88271
0.753372,1.09445,1.9214
0.902202,0.979362,1.94271
1.05601,0.985628,1.9435
1.18205,1.08948,1.91922
1.23041,1.27554,1.85427
1.18464,1.42591,1.776
1.09185,1.52834,1.69324
0.970932,1.5851,1.60639
0.884684,1.5961,1.54946
0.836288,1.59331,1.5184
0.781186,1.58243,1.48346
0.770914,1.57948,1.47698
0.770365,1.57931,1.47663
0.770365,1.57931,1.47663
0.770363,1.57931,1.47663
0.770363,1.57931,1.47663
0.770365,1.57931,1.47663
0.770365,1.57931,1.47663
