207,117
206,119
206,120
205,122
204,124
203,125
202,126
201,130
200,131
198,133
197,136
195,138
194,139
192,142
190,145
189,147
188,148
185,151
184,153
182,155
181,156
180,158
178,160
177,162
176,162
175,165
173,167
171,169
170,170
168,173
167,175
165,178
164,179
162,181
160,183
158,186
157,187
155,190
152,195
149,199
148,200
147,202
144,205
143,209
141,210
139,211
137,214
136,216
135,217
133,219
132,221
131,222
130,223
129,225
128,227
126,228
126,229
125,231
123,232
122,234
120,235
119,236
118,238
117,239
116,241
114,242
114,243
113,244
112,245
111,246
110,247
109,248
108,250
107,251
107,252
106,252
106,253
105,253
105,254
104,255
103,256
102,257
102,258
101,259
103,259
104,259
107,259
110,259
113,259
115,259
119,259
125,259
131,259
133,259
137,259
142,260
149,260
150,260
154,260
158,262
161,262
162,263
164,263
167,263
169,263
170,264
172,264
175,264
178,264
180,264
183,264
186,265
188,265
191,265
196,266
198,266
202,266
209,266
216,266
218,267
221,267
224,267
227,267
229,268
231,268
233,268
236,268
237,268
240,268
242,269
244,269
246,269
247,269
250,269
252,269
254,269
256,269
259,269
262,270
265,270
267,270
270,270
272,271
273,271
274,271
275,271
277,271
279,271
280,271
281,271
283,271
284,271
285,271
287,271
288,272
289,272
290,272
291,272
292,272
293,272
295,273
296,273
298,273
301,273
303,273
304,274
305,274
306,274
305,274
304,274
303,274
302,274
301,274
301,273
300,272
299,272
298,272
297,271
296,269
295,268
294,268
292,266
290,264
289,263
289,262
288,261
287,260
286,259
286,258
285,257
284,256
284,255
283,254
283,253
282,253
282,252
281,251
281,250
280,249
280,248
279,247
278,245
278,244
277,243
276,241
275,240
274,238
273,236
273,235
272,235
271,233
270,232
269,230
269,229
268,229
268,228
267,227
267,226
266,226
266,225
265,223
264,223
264,222
263,221
263,220
263,219
262,218
261,216
261,215
260,214
259,213
258,212
258,211
257,210
257,209
256,207
256,206
255,204
254,202
253,201
253,200
252,198
251,196
250,195
250,193
249,192
249,191
248,190
247,189
247,188
246,187
246,186
245,185
245,184
244,183
243,182
243,181
243,180
242,180
241,178
241,177
240,176
239,174
238,173
238,171
237,170
237,169
236,168
236,167
236,166
235,165
234,164
234,163
234,162
233,162
233,161
232,160
232,159
231,157
231,156
230,155
229,154
229,153
228,152
228,151
228,150
227,150
227,149
226,147
226,146
225,146
225,144
224,143
224,142
223,142
223,141
223,140
222,139
221,138
221,137
220,136
220,135
219,135
219,134
218,134
218,133
217,131
216,130
216,129
215,129
215,128
214,128
214,127
214,126
213,126
213,125
212,124
212,123
211,123
211,122
211,121
210,120
210,119
